drug_id,drug_name,treats,causes
DB04991,XL784,diabetes,
DB04995,AT1022,pain,
DB04996,Satraplatin,tumors,
DB04997,ATL1102,asthma; asthma,
DB04998,AGRO100,tumors; leukemia,
DB05000,AeroLEF,pain,
DB05001,PSN9301,diabetes,
DB05003,Imexon,tumors,
DB05005,CCX282,inflammatory bowel disease,
DB05010,SGS-742,memory loss; memory loss; attention deficit; hyperactivity; schizophrenia,
DB05012,XEN2174,pain,
DB05013,Ingenol Mebutate,,edema; headache; edema
DB05014,XL999,tumors,
DB05015,Belinostat,lymphoma; thrombocytopenia,thrombocytopenia
DB05017,YSIL6,arthritis; arthritis; rheumatoid arthritis; psoriasis,
DB05020,ANA380,hepatitis; hepatitis,
DB05021,EMZ702,hepatitis; hepatitis,
DB05023,ATL1101,psoriasis,
DB05024,CTA018,psoriasis,
DB05025,Arimoclomol,neuropathy; diabetes,
DB05031,XP19986,reflux,
DB05032,REV131,rhinitis; rhinitis,
DB05034,Ularitide,heart failure,
DB05036,Grn163l,tumors; leukemia,
DB05037,AT7519,tumors; leukemia; lymphoma,
DB05039,Indacaterol,bronchitis; emphysema,fatigue; malaise; headache; angina; dizziness; tremor; angina; tachycardia; hypertension; hypotension; nausea; tremor; tachycardia; fatigue; fatigue; fatigue; malaise; insomnia; hypertension; hypotension
DB05042,SGS518,schizophrenia,
DB05043,GSK159797,asthma; asthma,
DB05044,PSN357,diabetes,
DB05046,V1003,pain,
DB05048,Cannabinor,pain,
DB05049,DDP733,reflux; constipation; irritable bowel syndrome,
DB05050,ADL5859,pain,
DB05052,MF101,menopause,
DB05053,MB-07803,diabetes,
DB05054,AN0128,dermatitis; dermatitis; psoriasis,
DB05056,EGS21,hepatitis; hepatitis,
DB05057,Erdosteine,bronchitis,
DB05060,R1626,hepatitis; hepatitis,
DB05063,Mitoquinone,hepatitis; hepatitis,
DB05064,INCB13739,diabetes,
DB05070,ADX10059,migraine; reflux; anxiety; migraine,
DB05071,ACE393,diarrhea; diarrhea,
DB05072,AV608,incontinence; anxiety; irritable bowel syndrome,
DB05073,SRT501,diabetes,
DB05078,AER001,asthma; asthma,
DB05079,HY10275,insomnia,
DB05081,JB991,psoriasis,
DB05084,Abaloparatide,,headache; dizziness; tachycardia; hypotension; orthostatic hypotension; nausea; vomiting; tachycardia; hypotension; hyperthyroidism
DB05085,TM30339,schizophrenia,
DB05087,Ganaxolone,seizure,
DB05095,Cimicoxib,depression; depression,
DB05096,LY2140023,psychosis; psychosis; schizophrenia,
DB05099,Ancrod,hypertension; priapism; hypertension,pain; hypertension; rash; urticaria; rash; urticaria; tuberculosis; hypertension; urticaria; thrombocytopenia
DB05103,AN-9,leukemia,
DB05104,Asimadoline,irritable bowel syndrome,
DB05107,16-Bromoepiandrosterone,hepatitis; malaria; hiv; hepatitis,
DB05108,EHT899,hepatitis; hepatitis,
DB05109,Trabectedin,tumors,
DB05110,VIR201,hiv,
DB05111,Fontolizumab,psoriasis,
DB05112,AP5280,tumors,
DB05114,EHC18,hepatitis; hepatitis,
DB05115,NN344,diabetes,
DB05117,IGN301,tumors,
DB05118,R1204,depression; depression,
DB05120,AT1391,diabetes,
DB05122,R1295,arthritis; arthritis; rheumatoid arthritis,
DB05124,ARC183,coronary artery disease,
DB05125,SC12267,arthritis; arthritis; rheumatoid arthritis,
DB05127,ANA971,hepatitis; hepatitis,
DB05129,Elsamitrucin,lymphoma,
DB05132,ND1251,depression; depression,
DB05134,Tanespimycin,tumors; leukemia,
DB05136,Bavituximab,tumors; hepatitis; hiv; hepatitis,
DB05140,RAV12,tumors,
DB05141,LY2181308,tumors,
DB05142,ND7001,depression; anxiety; depression,
DB05143,OXI-4503,tumors,
DB05144,PEV3A,malaria,
DB05145,TH0318,diabetes,
DB05146,XL820,tumors,
DB05147,CYT997,tumors,
DB05149,XL844,tumors,
DB05151,TST10088,tumors,
DB05152,NGX267,schizophrenia,
DB05154,Pretomanid,tuberculosis,
DB05155,CR665,pain,
DB05156,SL017,tumors,
DB05157,KC706,arthritis; inflammatory bowel disease; arthritis; rheumatoid arthritis; psoriasis,
DB05158,PM02734,tumors,
DB05160,Topsalysin,tumors,
DB05164,CMLVAX100,leukemia,
DB05165,LY2275796,tumors,
DB05166,APD668,diabetes,
DB05167,PDPSC18,hepatitis; hepatitis,
DB05168,Vintafolide,tumors,
DB05169,AT9283,tumors; leukemia,
DB05170,Benzimate,tumors,
DB05172,AT3022,pain,
DB05173,PTC299,tumors,
DB05180,LX6171,dementia; attention deficit; hyperactivity; schizophrenia; dementia,
DB05184,XL228,leukemia,
DB05186,SQ-109,tuberculosis,
DB05187,Elafibranor,diabetes,
DB05189,EPC2407,tumors,
DB05190,XL281,tumors,
DB05194,KB002,arthritis; arthritis; rheumatoid arthritis,
DB05195,ADC4022,asthma; asthma,
DB05196,ACR325,psychosis; psychosis,
DB05198,CYC116,tumors,
DB05199,LX1031,irritable bowel syndrome,
DB05201,V24343,diabetes,
DB05203,SPP1148,hypertension; hypertension,
DB05205,CX157,depression; anxiety; depression,
DB05207,SD118,pain; neuropathic pain,
DB05209,SYM001,thrombocytopenia,
DB05212,HE3286,arthritis; arthritis; rheumatoid arthritis; diabetes,
DB05214,KD7040,pain,
DB05217,GMX1777,tumors,
DB05218,PN0621,arthritis; arthritis; rheumatoid arthritis; psoriasis,
DB05219,Crisaborole,dermatitis; dermatitis,urticaria; urticaria; urticaria
DB05225,AM103,asthma; asthma,
DB05228,RDEA806,hiv,
DB05229,Beraprost,hypertension; hypertension,
DB05232,Tetrodotoxin,pain,
DB05235,NRP409,hypothyroidism,
DB05237,rhMBL,immunodeficiency,
DB05239,Cobimetinib,,fever; nausea; vomiting; diarrhea; fever; diarrhea
DB05242,eiRNA,hepatitis; hepatitis,
DB05244,G4544,lymphoma,
DB05246,Methsuximide,,nausea; vomiting; depression; depression
DB05249,FavId,lymphoma,
DB05252,ACCLAIM,angina; angina; coronary artery disease,
DB05257,Neocartilage,pain,
DB05258,Natural alpha interferon,hepatitis; leukemia; hepatitis,
DB05259,Glatiramer Acetate,frequency,asthenia; pain; chest pain; arthralgia; chest pain; nausea; arthralgia; arthralgia; anxiety
DB05260,Gallium nitrate,lymphoma,
DB05262,Oxypurinol,heart failure,
DB05264,NPI 32101,dermatitis; dermatitis,
DB05265,Ecabet,reflux; peptic ulcer,
DB05266,Ibudilast,asthma; asthma,
DB05271,Rotigotine,,confusion; hypotension; nausea; vomiting; confusion; hypotension
DB05273,Samarium (153Sm) lexidronam,arthritis; arthritis; rheumatoid arthritis,
DB05276,Hepatitis B Immune Globulin,hepatitis; hepatitis,
DB05290,SPP 301,neuropathy,
DB05294,Vandetanib,heart failure,
DB05296,Motexafin lutetium,tumors; coronary artery disease,
DB05299,keyhole limpet hemocyanin,tumors,
DB05300,PTI-801,pain; osteoarthritis,
DB05301,LAX-101,depression; depression,
DB05303,OMS-103HP,pain,
DB05306,Alferminogene Tadenovec,angina; angina; coronary artery disease,
DB05311,Ecallantide,angioedema; angioedema,
DB05312,NVS antibody,arthritis; arthritis; rheumatoid arthritis,
DB05315,MC-1,coronary artery disease,
DB05316,Pimavanserin,psychosis; psychosis; schizophrenia,
DB05327,Ranirestat,neuropathy,
DB05328,VGV-1,hiv,
DB05332,Romiplostim,purpura; purpura,pain; headache; abdominal pain; arthralgia; myalgia; dizziness; paresthesia; dyspepsia; abdominal pain; dyspepsia; arthralgia; myalgia; arthralgia; myalgia; abdominal pain; insomnia
DB05333,TC-5231,attention deficit; hyperactivity,
DB05339,MN-305,depression; anxiety; insomnia; depression,
DB05340,ATL-2502,inflammatory bowel disease,
DB05341,C1-INH,angioedema; angioedema,
DB05345,SO-101,insomnia,
DB05346,WL-1002,pain; osteoarthritis,
DB05350,AP-1034,incontinence,
DB05351,Dexlansoprazole,reflux; heartburn; heartburn,pain; abdominal pain; hypertension; nausea; vomiting; flatulence; abdominal pain; diarrhea; diarrhea; abdominal pain; hypertension
DB05364,ROX-888,pain,
DB05367,Actelion-1,hypertension; hypertension,
DB05369,HZT-501,pain,
DB05371,ACR-16,schizophrenia,
DB05381,Histamine,,headache; dizziness; tachycardia; hypertension; hypotension; tachycardia; hypertension; hypotension
DB05382,Iodine,pain,
DB05384,Carbopol 974P,hiv,
DB05385,PRO 2000,hiv,
DB05387,AE-941,psoriasis,
DB05389,WF10,tumors; hiv; aids,
DB05391,liposomal prostaglandin E1,neuropathy,
DB05395,Amibegron,depression; irritable bowel syndrome; depression,
DB05396,Albinterferon Alfa-2B,hepatitis; hepatitis,
DB05398,C31G,hiv,
DB05399,Succinobucol,coronary artery disease; diabetes,
DB05400,QS-21,hepatitis; influenza; malaria; hiv; hepatitis; herpes,
DB05402,ME-609,herpes,
DB05403,CEP-1347,asthma; asthma,
DB05404,AZD 3355,reflux,
DB05405,XTL-001,hepatitis; hepatitis,
DB05406,GTI-2501,tumors,
DB05407,TBC-3711,hypertension; hypertension; heart failure,
DB05408,Emricasan,hepatitis; hepatitis,
DB05409,NCX 701,pain,
DB05410,NCX 1022,dermatitis; dermatitis,
DB05411,VB2-011,tumors,
DB05412,Talmapimod,pain; arthritis; arthritis; rheumatoid arthritis,
DB05413,Tifuvirtide,hiv; aids,
DB05415,OSI-461,inflammatory bowel disease; leukemia,
DB05418,GW 597599,depression; anxiety; depression,
DB05420,gallium maltolate,lymphoma,
DB05421,CP-122721,depression; asthma; irritable bowel syndrome; asthma; depression,
DB05422,OPC-14523,depression; bulimia; depression,
DB05423,ORG-34517,depression; depression,
DB05426,talactoferrin alpha,tumors,
DB05428,motexafin gadolinium,tumors; lymphoma,
DB05429,CAT-213,rhinitis; rhinitis,
DB05431,MLN-977,asthma; asthma,
DB05432,DAS-431 IV,dementia; schizophrenia; dementia,
DB05433,rGLP-1,heart failure; diabetes,
DB05434,ABT-510,tumors; lymphoma,
DB05437,RIGScan CR49,tumors,
DB05438,IDM-4,leukemia,
DB05440,SRP 299,dermatitis; asthma; dermatitis; asthma,
DB05441,AVAC,dermatitis; asthma; dermatitis; asthma,asthma; asthma
DB05442,Etiprednol dicloacetate,asthma; asthma,
DB05443,ADL 10-0101,pain; arthritis; arthritis; rheumatoid arthritis,
DB05448,PX-12,tumors,
DB05449,FM-VP4,tumors,
DB05451,P54,tumors; inflammatory bowel disease; osteoarthritis,
DB05452,PH-284,weight loss; anorexia; anorexia; loss of appetite; weight loss; anorexia; weight loss; anorexia; aids,
DB05456,ETC-588,coronary artery disease,
DB05458,Pozanicline,attention deficit; hyperactivity; schizophrenia,
DB05459,Briakinumab,arthritis; arthritis; rheumatoid arthritis; psoriasis,
DB05463,ISS-1018,hepatitis; lymphoma; hepatitis,
DB05464,NOX-700,diabetes,
DB05465,Tandutinib,leukemia,
DB05466,R673,depression; anxiety; depression,
DB05467,R667,emphysema,emphysema
DB05468,R411,asthma; asthma,
DB05469,R450,incontinence,
DB05470,VX-702,arthritis; coronary artery disease; arthritis; rheumatoid arthritis,
DB05471,SGN-30,tumors; lymphoma,
DB05472,omega interferon,hepatitis; hepatitis,
DB05474,T487,arthritis; inflammatory bowel disease; arthritis; rheumatoid arthritis; psoriasis,
DB05475,Golotimod,tuberculosis; hepatitis; hepatitis,
DB05476,WX-UK1,tumors,
DB05477,MUC1 Dendritic Cell Vaccine,tumors,
DB05478,Pradefovir Mesylate,hepatitis; hepatitis,
DB05480,PBI-1402,anemia,
DB05481,Recombinant alpha 1-antitrypsin,dermatitis; dermatitis,
DB05483,PCL-016,herpes,
DB05485,ADH-1,tumors,
DB05490,T131,diabetes,fluid retention
DB05491,ATN-161,tumors,
DB05492,Epicept NP-1,pain; neuropathy,
DB05494,Elacytarabine,leukemia,
DB05495,PG-530742,osteoarthritis,
DB05496,Otelixizumab,psoriasis; diabetes,
DB05498,KW-7158,incontinence,
DB05499,TAK-428,neuropathy,
DB05500,AVN-944,tumors; leukemia; lymphoma,
DB05501,AMD-070,hiv,
DB05502,AG-858,leukemia,
DB05506,ISIS 113715,diabetes,
DB05507,VX-765,psoriasis,
DB05509,LI-301,premature ejaculation,
DB05511,Piclidenoson,arthritis; tumors; arthritis; rheumatoid arthritis; psoriasis,
DB05512,MM-093,arthritis; arthritis; rheumatoid arthritis; psoriasis,
DB05518,Managlinat dialanetil,diabetes,
DB05519,Budiodarone,arrhythmia; atrial fibrillation; arrhythmia; arrhythmia,
DB05521,Telaprevir,,frequency; anemia
DB05528,Mipomersen,,fatigue; headache; nausea; fatigue; fatigue; fatigue
DB05530,CPG 10101,hepatitis; hepatitis,
DB05532,BMS-488043,hiv,
DB05533,QR-333,neuropathy,
DB05540,Alanosine,tumors,
DB05541,Brivaracetam,,dizziness
DB05575,Motesanib,tumors,
DB05578,Ramucirumab,,fatigue; hypertension; diarrhea; fatigue; epistaxis; fatigue; fatigue; diarrhea; hypertension; cirrhosis
DB05630,Sodium stibogluconate,tumors,nausea; vomiting; hepatitis; nephritis; hepatitis
DB05652,VTP-201227,psoriasis,
DB05656,Veltuzumab,lymphoma,
DB05659,faropenem medoxomil,bronchitis,
DB05676,Apremilast,psoriasis,weight loss; weight loss; weight loss; depression; depression
DB05679,Ustekinumab,arthritis; arthritis; psoriasis,
DB05687,BL-1020,schizophrenia,
DB05688,CRx-119,arthritis; arthritis; rheumatoid arthritis,
DB05708,GTS-21,schizophrenia,
DB05710,Gantacurium Chloride,anesthesia,
DB05722,CGC-11047,tumors; lymphoma,
DB05730,PMI-001,arthritis; arthritis; rheumatoid arthritis,
DB05737,Varespladib methyl,coronary artery disease,
DB05738,Vapitadine,dermatitis; dermatitis,
DB05739,CYT006-AngQb,hypertension; hypertension,
DB05740,RPI-78M,pain,
DB05741,AGS-005,leukemia,
DB05742,AGS-004,hiv,
DB05744,CRx-139,arthritis; arthritis; rheumatoid arthritis,
DB05746,PF-03187207,hypertension; hypertension,
DB05750,AVE-1625,schizophrenia,
DB05751,RP01,asthma; asthma,
DB05754,IPH 1101,hepatitis; leukemia; lymphoma; hepatitis,
DB05755,BF-37,dermatitis; dermatitis,
DB05757,DNB-001,hypertension; hypertension,
DB05758,CYT007-TNFQb,psoriasis,
DB05766,ACP-104,schizophrenia,
DB05771,LLL-3348,psoriasis,
DB05772,Rabeximod,arthritis; arthritis; rheumatoid arthritis,
DB05775,CRx-401,diabetes,
DB05776,IC41,hepatitis; hepatitis,
DB05779,Oglufanide,hepatitis; hepatitis,
DB05780,ATX-101,tumors,
DB05785,LGD-1550,tumors,
DB05787,LM-609,arthritis; tumors; arthritis; rheumatoid arthritis; psoriasis,
DB05790,SR 140333,asthma; inflammatory bowel disease; asthma,
DB05792,Arylacenamide,tumors,
DB05793,PRO-542,hiv; aids,
DB05794,Serelaxin,heart failure,
DB05795,YKP-10A,depression; depression,
DB05796,Daglutril,hypertension; hypertension; heart failure,
DB05798,GEM-231,tumors,
DB05800,Alethine,lymphoma,
DB05801,GTI 2040,tumors; leukemia,
DB05803,ISIS 14803,hepatitis; hepatitis,
DB05804,Prasterone sulfate,asthma; asthma,
DB05805,NS-2359,depression; attention deficit; hyperactivity; depression,
DB05807,HGTV-43,hiv,
DB05811,HSV-2 theracine,herpes,
DB05812,Abiraterone,,fluid retention
DB05814,GPI-1485,erectile dysfunction; erectile dysfunction,
DB05817,Laromustine,tumors; leukemia,
DB05819,NBI-6024,diabetes,
DB05821,DP-VPA,migraine; epilepsy; migraine,
DB05824,CNS-5161,pain; migraine; migraine; neuropathy,
DB05825,NCX 1015,pain; arthritis; inflammatory bowel disease; arthritis,
DB05828,LU-31130,psychosis; psychosis; schizophrenia,
DB05831,ING-1,tumors,
DB05835,NS-3728,tumors; anemia,
DB05836,AG-702,herpes,
DB05837,OSI-7836,tumors,
DB05838,OPC-51803,nocturia; nighttime urination; incontinence,
DB05839,BG-777,pneumonia; influenza; hiv,
DB05841,AI-128,asthma; asthma,
DB05842,AI-850,tumors,
DB05843,trans NV-04,hypertension; hypertension,
DB05849,NCX 950,asthma; asthma,
DB05854,CLX-0921,diabetes,
DB05860,PEG-Infergen,hepatitis; hepatitis,
DB05864,PPI-2458,tumors; lymphoma,
DB05868,Ciluprevir,hepatitis; hepatitis,
DB05870,anti-alpha5Beta1-integrin antibody,tumors,
DB05871,UC-781,hiv,
DB05875,substance P,distress; respiratory distress,
DB05876,PDE4,asthma; asthma,
DB05879,AME-527,arthritis; arthritis; rheumatoid arthritis,
DB05880,MBT-0312,tumors,
DB05884,HCV-086,hepatitis; hepatitis,
DB05885,Seletracetam,epilepsy,dizziness; nausea; euphoria
DB05886,NV-18,tumors,
DB05888,MEM 1414,memory loss; depression; memory loss; depression,
DB05890,VEGF-AS,tumors,
DB05892,RI 624,pain,
DB05895,HGS-TR2J,tumors,
DB05897,rhIGFBP-3,tumors,
DB05899,IT-101,tumors,
DB05903,KOS-1584,tumors,
DB05904,BLX-883,hepatitis; hepatitis,
DB05905,TD-2749,constipation; irritable bowel syndrome,
DB05906,CCR5 mAb,hiv,
DB05913,OSI-930,tumors,
DB05916,CT-011,tumors,
DB05919,DDP-200,incontinence,
DB05928,Dovitinib,tumors,
DB05929,GPI-0100,leukemia,
DB05930,SB-559448,thrombocytopenia,
DB05944,Varlitinib,tumors,
DB05950,Contulakin-G,pain,
DB05990,Obeticholic acid,,hypertension; jaundice; pruritus; jaundice; jaundice; hypertension
DB06014,Eteplirsen,,pain; arthralgia; flushing; erythema; vomiting; arthralgia; rash; dermatitis; erythema; flushing; arthralgia; rash; dermatitis
DB06016,Cariprazine,schizophrenia,psychosis; psychosis; dementia; dementia
DB06039,PA-1050040,hiv,
DB06042,ZEN-012,tumors,
DB06043,Olaratumab,,pain; bronchospasm; hypotension; flushing; nausea; flushing; hypotension; anemia
DB06058,XTL-6865,hepatitis; hepatitis,
DB06061,AZD-8330,tumors,
DB06063,CAM-2029,tumors,
DB06069,XMT-1001,tumors,
DB06070,SNX-5422,tumors,
DB06071,DTS-201,tumors,
DB06077,Lumateperone,schizophrenia,
DB06080,ABT-869,tumors; leukemia,
DB06083,Tapinarof,psoriasis,
DB06089,ICA-105665,epilepsy,
DB06094,Apatorsen,tumors,
DB06096,NXN-188,migraine; migraine,
DB06097,GSK-923295,tumors,
DB06098,PRLX 93936,tumors,
DB06101,IMC-1C11,tumors,
DB06103,VX-148,psoriasis,
DB06127,KRP-104,diabetes,
DB06129,SVV-001,tumors,
DB06130,FAV-201,lymphoma,
DB06144,Sertindole,schizophrenia,
DB06145,Spiramycin,,fever; pain; tenderness; chest pain; abdominal pain; fainting; chest pain; irregular heartbeat; fainting; nausea; vomiting; heartburn; abdominal pain; heartburn; yellow eyes; tenderness; fever; abdominal pain; hepatitis; hepatitis
DB06148,Mianserin,depression; depression,
DB06151,Acetylcysteine,,ataxia; cyanosis; ataxia; cyanosis; cyanosis
DB06155,Rimonabant,diabetes,fatigue; nausea; vomiting; fatigue; fatigue; fatigue; depression; anxiety; insomnia; depression
DB06162,Lumiliximab,asthma; leukemia; asthma,
DB06168,Canakinumab,arthritis; arthritis,pain; headache; vertigo; rhinitis; nausea; diarrhea; rhinitis; diarrhea; bronchitis; influenza
DB06176,Romidepsin,lymphoma,anorexia; nausea; vomiting; anorexia; anorexia; anorexia
DB06186,Ipilimumab,,fever; fatigue; weakness; pain; abdominal pain; paresthesia; weakness; mucus; hypotension; abdominal pain; diarrhea; weakness; rash; dermatitis; pruritus; fatigue; weakness; fatigue; weakness; fever; fatigue; rash; diarrhea; abdominal pain; hypotension; hepatitis; neuropathy; dermatitis; hypothyroidism; adrenal insufficiency; hepatitis
DB06190,Solabegron,incontinence; irritable bowel syndrome; diabetes,
DB06193,Pixantrone,heart failure; leukemia; lymphoma,nausea; vomiting; alopecia; alopecia; thrombocytopenia
DB06196,Icatibant,angioedema; angioedema,
DB06201,Rufinamide,,fatigue; headache; dizziness; nausea; fatigue; fatigue; fatigue
DB06203,Alogliptin,diabetes,headache
DB06204,Tapentadol,pain; neuropathic pain; neuropathy,headache; dizziness; nausea; vomiting
DB06207,Silodosin,,headache; dizziness; nasal congestion; hypotension; orthostatic hypotension; diarrhea; retrograde ejaculation; diarrhea; hypotension
DB06209,Prasugrel,angina; angina,
DB06210,Eltrombopag,,hepatitis; hepatitis
DB06211,Doripenem,pyelonephritis,seizure; pneumonia
DB06212,Tolvaptan,heart failure; cirrhosis,asthenia; thirst; constipation; pollakiuria; polyuria; polyuria
DB06213,Regadenoson,,pain; discomfort; headache; chest pain; angina; dizziness; dyspnea; chest pain; angina; flushing; nausea; flushing; dyspnea
DB06215,Ferumoxytol,anemia,
DB06216,Asenapine,psychosis; psychosis; schizophrenia,
DB06217,Vernakalant,atrial fibrillation,dizziness; dysgeusia; bradycardia; atrial flutter; hypotension; nausea; bradycardia; hypotension
DB06218,Lacosamide,epilepsy,
DB06219,Dalbavancin,,headache; dizziness; bronchospasm; nausea; vomiting; diarrhea; rash; urticaria; rash; urticaria; diarrhea; urticaria
DB06228,Rivaroxaban,atrial fibrillation,
DB06230,Nalmefene,depression; depression,
DB06235,Vadimezan,tumors,
DB06237,Avanafil,erectile dysfunction; erectile dysfunction,headache; flushing; flushing
DB06243,Eflornithine,hirsutism; hirsutism,
DB06262,Droxidopa,fainting; hypotension; orthostatic hypotension; fainting; hypotension,anorexia; pressure; headache; hallucination; nausea; anorexia; anorexia; hallucination; anorexia
DB06264,Tolperisone,pain; back pain; spasm; spasm; muscle spasm; back pain,
DB06266,Lonidamine,tumors,
DB06267,Udenafil,hypertension; erectile dysfunction; erectile dysfunction; hypertension,
DB06268,Sitaxentan,hypertension; hypertension; heart failure,
DB06271,Sulodexide,claudication; claudication; neuropathy,dizziness; heartburn; dyspepsia; diarrhea; dyspepsia; heartburn; rash; rash; diarrhea
DB06273,Tocilizumab,arthritis; arthritis; rheumatoid arthritis,headache; hypertension; hypertension
DB06274,Alvimopan,pain,
DB06282,Levocetirizine,rhinitis; rhinitis,
DB06285,Teriparatide,,dizziness
DB06287,Temsirolimus,arthritis; arthritis; rheumatoid arthritis; lymphoma,seizure; psychosis; psychosis
DB06288,Amisulpride,depression; mania; depression; bipolar disorder; schizophrenia,
DB06290,Simeprevir,hepatitis; cirrhosis; hepatitis,fatigue; headache; nausea; rash; pruritus; fatigue; fatigue; fatigue; rash
DB06292,Dapagliflozin,diabetes,
DB06335,Saxagliptin,diabetes,headache; urinary tract infection
DB06366,Pertuzumab,,fatigue; nausea; diarrhea; rash; alopecia; alopecia; fatigue; fatigue; fatigue; rash; diarrhea; neuropathy
DB06372,Rilonacept,gout,
DB06401,Bazedoxifene,menopause,
DB06402,Telavancin,pneumonia,
DB06403,Ambrisentan,hypertension; hypertension,
DB06404,Human C1-esterase inhibitor,angioedema; angioedema,headache; nausea; vomiting; rash; rash
DB06412,Oxymetholone,anemia,
DB06413,Armodafinil,apnea; sleep apnea; depression; sleep apnea; depression; schizophrenia,
DB06414,Etravirine,hiv,
DB06415,Calfactant,distress; respiratory distress,bradycardia; cyanosis; cyanosis; bradycardia; cyanosis
DB06419,Cethromycin,pneumonia,
DB06439,Tyloxapol,mucus; secretions,
DB06471,Naxifylline,heart failure,
DB06480,Prucalopride,constipation,
DB06512,Deramciclane,anxiety,
DB06519,Edaglitazone,diabetes,
DB06543,Astaxanthin,tumors; asthma; asthma,
DB06554,Gaboxadol,insomnia,
DB06579,Adipiplon,insomnia,
DB06581,Bevirimat,hiv,
DB06595,Midostaurin,leukemia,
DB06603,Panobinostat,,diarrhea; diarrhea
DB06605,Apixaban,atrial fibrillation,
DB06607,Catumaxomab,tumors,
DB06612,Mepolizumab,asthma; asthma,
DB06614,Peramivir,influenza,
DB06616,Bosutinib,leukemia,pyrexia; fatigue; pain; abdominal pain; nausea; vomiting; abdominal pain; diarrhea; rash; fatigue; fatigue; fatigue; rash; diarrhea; abdominal pain; anemia; thrombocytopenia
DB06623,Flupirtine,fibromyalgia; fibromyalgia; fibromyalgia,
DB06626,Axitinib,,hypertension; hypertension
DB06643,Denosumab,tumors,pain; back pain; arthralgia; arthralgia; back pain; arthralgia; pancreatitis; cystitis
DB06650,Ofatumumab,leukemia,
DB06654,Safinamide,,pressure; hypertension; high blood pressure; hypotension; orthostatic hypotension; nausea; vomiting; agitation; insomnia; hypertension; hypotension
DB06655,Liraglutide,diabetes,nausea; vomiting; tumors; diabetes
DB06663,Pasireotide,,fatigue; pain; headache; abdominal pain; nausea; abdominal pain; diarrhea; fatigue; fatigue; fatigue; diarrhea; abdominal pain; cholelithiasis; diabetes
DB06674,Golimumab,arthritis; arthritis; rheumatoid arthritis,tuberculosis; lymphoma
DB06678,Esmirtazapine,insomnia,
DB06684,Vilazodone,depression; depression,vomiting
DB06691,Mepyramine,,tremor; ataxia; ataxia; tremor
DB06693,Mevastatin,,pain; abdominal pain; nausea; abdominal pain; myositis; abdominal pain
DB06694,Xylometazoline,nasal congestion,
DB06695,Dabigatran etexilate,atrial fibrillation; peptic ulcer,dyspepsia; dyspepsia; gastritis
DB06697,Artemether,malaria,
DB06698,Betahistine,vertigo,pain; abdominal pain; nausea; dyspepsia; abdominal pain; dyspepsia; abdominal pain
DB06699,Degarelix,,swelling; pain; swelling; hot flashes; erythema; hot flashes; swelling; erythema
DB06700,Desvenlafaxine,,sweating; weight loss; pressure; headache; tremor; nausea; weight loss; sweating; tremor; weight loss; agitation
DB06701,Dexmethylphenidate,,sweating; weight loss; anorexia; pain; headache; stomach pain; dizziness; twitching; confusion; delirium; palpitations; tachycardia; hypertension; flushing; nausea; vomiting; stomach pain; anorexia; flushing; weight loss; sweating; palpitations; tachycardia; anorexia; weight loss; anxiety; euphoria; agitation; confusion; insomnia; anorexia; hypertension
DB06702,Fesoterodine,frequency; urinary frequency; urgency; urge incontinence; incontinence,
DB06703,Gadobutrol,tumors,
DB06704,Iobenguane,,headache; dizziness; flushing; rash; flushing; rash
DB06708,Lumefantrine,malaria,pyrexia; asthenia; anorexia; headache; dizziness; cough; vomiting; anorexia; eruption; urticaria; angioedema; splenomegaly; hepatomegaly; anorexia; splenomegaly; hepatomegaly; urticaria; angioedema; cough; anorexia; urticaria
DB06710,Methyltestosterone,swelling; pain; swelling; menopause; swelling,sweating; edema; dizziness; paresthesia; amnesia; edema; peripheral edema; dry skin; hirsutism; sweating; dry skin; hirsutism; anxiety; amnesia
DB06711,Naphazoline,nasal congestion; itching,rhinitis; rhinitis
DB06712,Nilvadipine,angina; angina; hypertension; hypertension,
DB06714,Propylhexedrine,nasal congestion; rhinitis; rhinitis,burning; burning sensation; psychosis; psychosis
DB06715,Potassium Iodide,hyperthyroidism,
DB06716,Fospropofol,,paresthesia; pruritus; depression; depression
DB06717,Fosaprepitant,nausea; vomiting,
DB06718,Stanozolol,angioedema; angioedema,
DB06719,Buserelin,,pain; headache; back pain; hot flashes; flatulence; vaginal dryness; hypermenorrhea; hot flashes; impotence; back pain; decreased libido
DB06723,Aluminum hydroxide,heartburn; indigestion; indigestion; heartburn,
DB06724,Calcium Carbonate,heartburn; indigestion; indigestion; heartburn,
DB06725,Lornoxicam,pain,
DB06736,Aceclofenac,pain; arthritis; arthritis; osteoarthritis; rheumatoid arthritis,pain; headache; abdominal pain; dizziness; nausea; dyspepsia; abdominal pain; dyspepsia; enuresis; rash; urticaria; rash; urticaria; abdominal pain; urticaria
DB06738,Ketobemidone,pain,
DB06742,Ambroxol,cough; productive cough; mucus; expectoration; cough,
DB06751,Drotaverine,pain; colic; colic,
DB06761,Beractant,distress; respiratory distress,
DB06764,Tetryzoline,discomfort; redness; redness,
DB06766,Alcaftadine,itching; conjunctivitis,
DB06767,Ammonium chloride,cough; cough,sweating; twitching; confusion; disorientation; bradycardia; pallor; pallor; sweating; bradycardia; pallor; confusion; disorientation
DB06768,Ammonium lactate,itching; xerosis; ichthyosis,
